School Code,School Name,Zip Code
6031728,Valley View Elementary,92236
6031736,John Adams Elementary,92882
6031751,Coronita Elementary,92882
6031785,Garretson Elementary,92879
6031793,Washington (George) Elementary,92860
6031801,Highland Elementary,92860
6031819,Home Gardens Academy,92879
6031827,Jefferson Elementary,92882
6031835,"Lincoln Elementary, Alt.",92879
6031843,Norco Elementary,92860
6031850,Parkridge Elementary,92879
6031868,Riverview Elementary,92860
6031876,Sierra Vista Elementary,92860
6031884,Vicentia Elementary,92882
6031900,Eagle Mountain Elementary,92239
6031926,Lincoln (Abraham) Elementary,92260
6031934,Jackson (Andrew) Elementary,92201
6031942,Eisenhower (Dwight) Elementary,92201
6031959,Washington (George) Charter,92260
6031967,Hoover (Herbert) Elem.,92201
6031975,Kennedy (John F.) Elem.,92201
6031983,Van Buren (Martin) Elementary,92201
6031991,Palm Desert Charter Middle,92260
6032007,Roosevelt (Theodore) Elementar,92201
6032015,Jefferson (Thomas) Middle,92201
6032031,Elsinore Elementary,92530
6032056,Machado Elementary,92530
6032064,Wildomar Elementary,92595
6032080,Cottonwood Elementary,92536
6032114,Idyllwild,92549
6032122,Little Lake Elementary,92544
6032130,Ramona Elementary,92544
6032148,Whittier Elementary,92543
6032155,Winchester Elementary,92596
6032163,Glen Avon Elementary,92509
6032171,Arbuckle (Ina) Elementary,92509
6032189,Mission Bell Elementary,92509
6032197,Pacific Avenue Elementary,92509
6032205,Pedley Elementary,92509
6032213,Rustic Lane Elementary,92509
6032221,Troth Street Elementary,91752
6032239,Van Buren Elementary,92509
6032247,West Riverside Elementary,92509
6032254,Mecca Elementary,92254
6032288,Armada Elementary,92551
6032304,Edgemont Elementary,92553
6032312,Midland Elementary,92557
6032320,Moreno Elementary,92555
6032338,Sunnymead Elementary,92553
6032346,Murrieta Elementary,92562
6032353,Nuview Elementary,92567
6032361,Oasis Elementary,92274
6032379,Sea View Elementary,92274
6032387,Agua Caliente Elementary,92234
6032395,Cahuilla Elementary,92264
6032403,Cathedral City Elementary,92234
6032411,Cielo Vista Charter,92264
6032429,Edward L. Wenzlaff Elementary,92240
6032437,Katherine Finchy Elementary,92262
6032445,Rancho Mirage Elementary,92270
6032452,Vista del Monte Elementary,92262
6032460,Felix J. Appleby Elementary,92225
6032478,Margaret White Elementary,92225
6032494,Ruth Brown Elementary,92225
6032502,Good Hope Elementary,92570
6032510,Perris Elementary,92571
6032528,Adams Elementary,92504
6032536,Alcott Elementary,92506
6032544,Bryant Elementary,92501
6032569,Castle View Elementary,92506
6032577,Emerson Elementary,92507
6032585,Fremont Elementary,92501
6032601,Harrison Elementary,92503
6032619,Hawthorne Elementary,92503
6032627,Highgrove Elementary,92507
6032635,Highland Elementary,92507
6032650,Jackson Elementary,92503
6032668,Jefferson Elementary,92504
6032684,Liberty Elementary,92503
6032692,Longfellow Elementary,92507
6032700,Madison Elementary,92504
6032718,Magnolia Elementary,92506
6032726,Monroe Elementary,92504
6032734,Mountain View Elementary,92504
6032742,Pachappa Elementary,92506
6032775,Victoria Elementary,92506
6032783,Washington Elementary,92506
6032791,Romoland Elementary,92585
6032809,Hyatt Elementary,92583
6032817,San Jacinto Elementary,92583
6032825,Temecula Middle,92592
6032833,John Kelley Elementary,92274
6032841,Westside Elementary,92274
6032866,Mead Valley Elementary,92570
6032874,Val Verde Elementary,92571
6032890,Arcohe Elementary,95638
6032908,Dudley (Arthur S.) Elem.,95843
6032924,Spinelli (Cyril) Elementa,95843
6032932,Del Paso Heights Elem.,95838
6032940,Fairbanks Elementary,95838
6032957,Garden Valley Elementary,95834
6032981,Kirchgater (Anna) Elementary,95828
6032999,Baker (Jessie),95624
6033005,Mack (Charles E.) Elementary,95823
6033013,Cosumnes River Elementary,95683
6033021,Reese (David) Elementary,95828
6033039,Dillard (C. W.) Elementary,95693
6033047,Elk Grove Elementary,95624
6033054,Florin Elementary,95828
6033062,Franklin Elementary,95757
6033088,McKee (James A.) Elementary,95624
6033096,Pleasant Grove Elementary,95624
6033104,Kennedy (Samuel) Elem.,95828
6033112,Sierra-Enterprise Elementary,95826
6033120,Alpha Technology Middle,95626
6033138,Elverta Elementary,95626
6033146,Sprentz (Blanche) Elementary,95630
6033153,Cordova Gardens Elementary,95670
6033179,Cordova Meadows Elem,95670
6033187,Cordova Villa Elementary,95670
6033195,Kitty Hawk,95655
6033203,Mather Heights Elementary,95655
6033211,Shields (Peter J.) Elementary,95670
6033229,Rancho Cordova Elementary,95670
6033252,Judah (Theodore) Elementary,95630
6033278,White Rock Elementary,95670
6033286,Williamson Elementary,95670
6033310,Valley Oaks Elementary,95632
6033336,Smythe Academy of Arts and Sc,95833
6033351,Babcock (D. W.) Elementary,95815
6033385,Hagginwood Elementary,95815
6033393,Harmon Johnson Elementary,95815
6033419,Hazel Strauch Elementary,95833
6033427,Castori (Michael J.) Elementar,95838
6033435,Noralto Elementary,95815
6033443,Northwood Elementary,95815
6033450,Woodlake Elementary,95815
6033476,Allison (Warren A.) Elementary,95660
6033484,Dry Creek Elementary,95673
6033492,Frontier Elementary,95842
6033500,Frederick Joyce Elementary,95660
6033518,Hillsdale Elementary,95660
6033526,Kohler Elementary,95660
6033542,Madison Elementary,95660
6033559,Oakdale Elementary,95660
6033575,Orchard Elementary,95673
6033583,Pioneer Elementary,95841
6033609,Sierra View Elementary,95660
6033617,Village Elementary,95660
6033633,Westside Elementary,95673
6033641,Bates Elementary,95615
6033666,Isleton Elementary,95641
6033690,Riverview Middle,94571
6033708,Walnut Grove Elementary,95690
6033716,D. H. White Elementary,94571
6033724,Bell Avenue Elementary,95838
6033732,Main Avenue Elementary,95838
6033740,Robla Elementary,95838
6033757,Taylor Street Elementary,95838
6033765,Winn Elementary,95827
6033799,Bowling Green Elementary,95823
6033807,Bret Harte Elementary,95818
6033815,Greenwood,95819
6033823,Camellia Elementary,95828
6033831,Wenzel (Caroline) Elem.,95831
6033849,Wire (Clayton B.) Elem.,95824
6033856,Huntington (Collis) Elem.,95822
6033880,Lubin (David) Elementary,95816
6033906,Warren (Earl) Elementary,95820
6033914,Edward Kemble Elementary,95822
6033930,Elder Creek Elementary,95824
6033948,Baker (Ethel I.) Elementa,95824
6033955,Phillips (Ethel) Elem.,95820
6033989,Fruit Ridge Elementary,95820
6033997,Harkness (H. W.) Elem.,95822
6034003,Hollywood Park Elementary,95822
6034011,Bancroft (Hubert H.) Elem,95826
6034029,Cohen (Isador) Elementary,95826
6034037,Leataata Floyd Elementary,95818
6034045,Bidwell (John) Elementary,95822
6034052,Cabrillo (John) Elem.,95822
6034060,Sloat (John D.) Elem.,95822
6034078,A Birney Waldorf-Inspired K-8,95831
6034094,Bonnheim Elementary,95820
6034110,Maple Elementary,95824
6034128,Mark Hopkins Elementary,95822
6034136,Twain (Mark) Elementary,95820
6034169,Nicholas Elementary,95823
6034177,Erlewine (O. W.) Elementary,95826
6034185,Oak Ridge Elementary,95820
6034193,Pacific Elementary,95824
6034201,Parkway Elementary,95823
6034219,Peter Burnett Elementary,95824
6034227,Hearst Elementary,95819
6034235,Pony Express Elementary,95831
6034243,Crocker/Riverside Elementary,95818
6034250,Sequoia Elementary,95826
6034276,Sutterville Elementary,95822
6034284,Tahoe Elementary,95820
6034292,Judah (Theodore) Elementary,95819
6034326,Land (William) Elementary,95818
6034334,Woodbine Elementary,95822
6034342,Arcade Middle,95821
6034359,Arden Middle,95864
6034367,Arlington Heights Elementary,95621
6034375,Barrett (John) Middle,95608
6034383,Cameron Ranch Elementary,95608
6034391,Carmichael Elementary,95608
6034409,Andrew Carnegie Middle,95662
6034425,Churchill Middle,95608
6034433,Citrus Heights Elementary,95621
6034441,Cottage Elementary,95825
6034458,Cowan Fundamental,95821
6034466,Coyle Avenue Elementary,95608
6034482,Del Dayo Elementary,95608
6034490,Del Paso Manor Elementary,95821
6034508,Deterding Elem.,95608
6034516,Dewey Fundamental,95628
6034524,Dyer-Kelly Elementary,95821
6034540,Edison (Thomas) Language Inst.,95864
6034573,Grand Oaks Elementary,95621
6034581,Green Oaks Fund.,95662
6034599,Greer Elementary,95825
6034623,Howe Avenue Elementary,95825
6034631,Thomas Kelly Elementary,95608
6034656,Kingswood Elementary,95610
6034664,Ruff (Laurel) Center,95841
6034672,Legette Elementary,95628
6034680,Lichen K-8,95621
6034706,Mariemont Elementary,95864
6034714,Mariposa Avenue Elementary,95610
6034730,Mission Avenue Elementary,95608
6034755,Northridge Elem,95628
6034771,Oakview Community Elementary,95662
6034797,Orangevale Open K-8,95628
6034813,Pasadena Avenue Elementary,95821
6034821,Pasteur Fund. Middle,95662
6034839,Charles Peck Elementary,95608
6034847,Pershing Elementary,95662
6034870,Will Rogers Middle,95628
6034896,Albert Schweitzer Elementary,95608
6034904,Sierra Oaks K-8,95864
6034912,Skycrest Elementary,95610
6034920,Starr King K-8,95608
6034938,Richardson (Ralph) Center,95608
6034946,Sylvan Middle,95610
6034953,Twin Lakes Elementary,95662
6034961,Whitney Avenue Elementary,95821
6035000,Bitterwater-Tully Elementary,93930
6035018,Cienega Elementary,95023
6035026,Ladd Lane Elementary,95023
6035034,R. O. Hardin Elementary,95023
6035042,Sunnyslope Elementary,95023
6035059,Jefferson Elementary,95043
6035109,Panoche Elementary,95043
6035117,San Juan,95045
6035133,Southside Elementary,95023
6035141,Tres Pinos Elementary,95075
6035158,Willow Grove Elementary,95043
6035174,Adelanto Elementary,92301
6035216,Alta Loma Elementary,91701
6035224,Alta Loma Jr. High,91701
6035232,Carnelian Elementary,91701
6035240,Mariana Academy,92308
6035257,Rancho Verde Elementary,92307
6035265,Yucca Loma Elementary,92307
6035273,Baker Elementary,92309
6035299,Cameron Elementary,92311
6035307,Crestline Elementary,92311
6035331,Congressman Jerry Lewis Eleme,92398
6035349,Henderson Elementary,92311
6035356,Hinkley Elementary/Middle,92311
6035372,Lenwood Elementary,92311
6035380,Montara Elementary,92311
6035406,Newberry Springs Elementary,92398
6035414,Skyline North Elementary,92311
6035422,Thomson Elementary,92311
6035455,Yermo Elementary,92398
6035463,Big Bear Middle,92315
6035471,Fallsvale Elementary,92339
6035489,Central Elementary,91730
6035497,Cucamonga Middle,91730
6035505,Valle Vista Elementary,91730
6035513,E. J. Marshall Elementary,91710
6035554,Glenmeade Elementary,91710
6035570,Newman Elementary,91710
6035588,Walnut Avenue Elementary,91710
6035604,Crestmore Elementary,92316
6035612,Smith (Gerald A.) Elementary,92316
6035620,Grand Terrace Elementary,92313
6035638,Grant (Ulysses) Elementary,92324
6035646,Lincoln (Abraham) Elementary,92324
6035653,Lewis (Mary B.) Elementary,92316
6035661,McKinley (William) Elementary,92324
6035679,Rogers (Paul) Elementary,92324
6035687,Ruth Grimes Elementary,92316
6035703,Terrace Hills Middle,92313
6035711,Terrace View Elementary,92313
6035729,Zimmerman (Walter) Elementary,92316
6035745,Wilson (Woodrow) Elementary,92324
6035752,Cucamonga Elementary,91730
6035760,Los Amigos Elementary,91730
6035778,Etiwanda Intermediate,91739
6035786,Summit Intermediate,91739
6035794,Juniper Elementary,92336
6035810,Live Oak Elementary,92335
6035828,Maple Elementary,92335
6035836,North Tamarind Elementary,92336
6035844,Oleander Elementary,92335
6035851,Palmetto Elementary,92335
6035869,Poplar Elementary,92335
6035877,Randall Pepper Elementary,92335
6035885,Redwood Elementary,92335
6035893,Primrose (Virginia) Elementary,92336
6035901,South Tamarind Elementary,92335
6035919,West Randall Elementary,92335
6035935,Helendale Elementary,92342
6035943,Joshua Circle Elementary,92345
6035950,Juniper Elementary,92345
6035968,Eucalyptus Elementary,92345
6035976,Lucerne Valley Elementary,92356
6035984,Joshua Tree Elementary,92277
6035992,Morongo Valley Elementary,92277
6036008,Oasis Elementary,92277
6036016,Palm Vista Elementary,92277
6036024,Twentynine Palms Elementa,92277
6036032,Twentynine Palms Junior High,92277
6036040,Yucca Valley Elementary,92277
6036057,Mountain View Elementary,91761
6036065,Mt. Baldy Joint Elementary,91759
6036115,Vista Colorado Elementary,92363
6036123,Arroyo Elementary,91764
6036131,Berlyn Elementary,91764
6036149,Bon View Elementary,91761
6036156,Buena Vista Arts,91763
6036164,Central Language Academy,91764
6036172,Corona Elementary,91764
6036198,Richard Haynes Elementary,91762
6036206,De Anza Middle,91761
6036214,Del Norte Elementary,91764
6036222,Edison Elementary,91764
6036230,El Camino Elementary,91762
6036248,Elderberry Elementary,91762
6036255,Euclid Elementary,91762
6036263,Hawthorne Elementary,91762
6036271,Howard Elementary,91763
6036289,Wiltsey (Ray) Middle,91764
6036297,Kingsley Elementary,91763
6036305,Lehigh Elementary,91763
6036347,Mariposa Elementary,91764
6036354,Mission Elementary,91762
6036362,Monte Vista Elementary,91763
6036370,Moreno Elementary,91763
6036388,Ramona Elementary,91763
6036404,Serrano Middle,91763
6036412,Sultana Elementary,91761
6036420,Vernon Middle,91763
6036438,Vina Danks Middle,91762
6036446,Vineyard Elementary,91764
6036453,Oro Grande Elementary,92368
6036461,Phelan Elementary,92329
6036479,Crafton Elementary,92374
6036487,Cram Elementary,92346
6036503,Franklin Elementary,92374
6036511,Kimberly Elementary,92373
6036537,Lugonia Elementary,92374
6036545,Mariposa Elementary,92373
6036552,McKinley Elementary,92373
6036560,Mentone Elementary,92359
6036586,Smiley Elementary,92373
6036594,Victoria Elementary,92408
6036602,Bemis Elementary,92376
6036610,Boyd Elementary,92376
6036628,Casey Elementary,92376
6036636,Dunn Elementary,92376
6036644,Henry Elementary,92376
6036651,Kelley Elementary,92376
6036669,Morgan Elementary,92376
6036677,Myers Elementary,92376
6036685,Preston Elementary,92376
6036693,Trapp Elementary,92377
6036727,Lake Arrowhead Elementary,92352
6036735,Hoffman (Charles) Elementary,92352
6036743,Valley of Enchantment Element,92352
6036750,Alessandro Elem,92411
6036768,Arrowhead Elem,92405
6036776,Barton Elem,92404
6036784,Belvedere Elem,92346
6036792,Bradley Elem,92404
6036800,Norton Elem,92410
6036826,Salinas Elem,92407
6036834,Cole Elem,92346
6036842,Cypress Elem,92346
6036859,Davidson Elem,92405
6036867,Del Rosa Elem,92404
6036883,Fairfax Elem,92404
6036909,Hillside Elem,92407
6036917,Hunt Elem,92404
6036933,Kendall Elem,92407
6036941,Lankershim Elem,92346
6036958,Lincoln Elem,92405
6036974,Lytle Creek Elem,92410
6036982,Marshall Elem,92405
6036990,Anderson,92410
6037014,Monterey Elem,92410
6037022,Mt Vernon Elem,92411
6037030,Inghram Elem,92411
6037048,Muscoy Elem,92407
6037055,Newmark Elem,92407
6037063,Highland Pacific Elem,92346
6037071,Parkside Elem,92404
6037097,Riley Elem,92405
6037105,Rio Vista Elem,92411
6037113,Roosevelt Elem,92411
6037139,Thompson Elem,92346
6037147,Urbita Elem,92410
6037154,Vermont Elem,92407
6037162,Warm Springs Elem,92410
6037170,Wilson Elem,92404
6037188,Trona Elementary,93562
6037204,Baldy View Elementary,91786
6037212,Cabrillo Elementary,91786
6037220,Citrus Elementary,91786
6037238,Foothill Knolls Elementary,91786
6037246,Magnolia Elementary,91786
6037253,Pioneer Junior High,91784
6037261,Sierra Vista Elementary,91786
6037279,Sycamore Elementary,91786
6037287,Upland Elementary,91786
6037295,Upland Junior High,91785
6037311,Valencia Elementary,91784
6037329,Del Rey Elementary,92395
6037337,Desert Knolls Elementary,92307
6037352,Irwin Elementary,92395
6037360,Park View Elementary,92395
6037386,Village Elementary,92395
6037394,Wrightwood Elementary,92329
6037402,Calimesa Elementary,92399
6037410,Dunlap Elementary,92399
6037428,Valley Elementary,92399
6037519,Alpine Elementary,91901
6037535,MacQueen (Joan) Middle,91901
6037543,Bonsall Elementary,92003
6037550,Borrego Springs Elementar,92004
6037568,Anza Elementary,92020
6037576,Bostonia Elementary,92021
6037584,Cajon Valley Middle,92020
6037592,Chase Avenue Elementary,92020
