School Code,School Name,Zip Code
6020853,Chavez (Cesar) Elementary,90650
6020887,Corvallis Middle,90650
6020895,Johnston (D. D.) Elementary,90650
6020903,Eastwood Elementary,90638
6020911,Lampton (Loretta) Element,90650
6020929,Escalona Elementary,90638
6020937,Foster Road Elementary,90638
6020945,Gardenhill Elementary,90638
6020952,Edmondson (Earl E.) Elementary,90650
6020994,Dolland (John) Elementary,90650
6021000,Dulles (John) Elementary,90638
6021018,Nuffer (John H.) Elementary,90650
6021026,Morrison (Julia B.) Elementary,90650
6021034,La Pluma Elementary,90638
6021042,Los Alisos Middle,90650
6021075,Waite (Nettie L.) Middle,90650
6021083,New River Elementary,90650
6021091,Sanchez (Arturo) Elementary,90650
6021125,Benton (Reginald M.) Middle,90638
6021133,Moffitt (Thomas B.) Elementary,90650
6021141,Ocotillo Elementary,93551
6021158,Manzanita Elementary,93550
6021190,Tumbleweed Elementary,93550
6021208,Yucca Elementary,93550
6021240,Lunada Bay Elementary,90274
6021257,Palos Verdes Intermediate,90274
6021273,Mira Catalina Elementary,90275
6021299,Montemalaga Elementary,90274
6021307,Cornerstone at Pedregal Elem,90275
6021315,Point Vicente Elementary,90275
6021323,Rancho Vista Elementary,90274
6021331,Miraleste Intermediate,90275
6021349,Silver Spur Elementary,90275
6021356,Soleado Elementary,90275
6021372,Vista Grande Elementary,90275
6021380,Collins Elem,90805
6021398,Gaines Elem,90723
6021414,Hollydale,90280
6021430,Lincoln Elem,90723
6021448,Los Cerritos Elem,90723
6021455,Keppel Elem,90723
6021463,Mokler Elem,90723
6021471,Roosevelt Elem,90723
6021489,Wirtz Elem,90723
6021505,Altadena Elementary,91001
6021547,Cleveland Elementary,91103
6021554,Don Benito Fundamental,91107
6021570,Field (Eugene) Elementary,91107
6021588,Franklin Elementary,91001
6021612,Hamilton Elementary,91107
6021620,Jackson Elementary,91001
6021638,Jefferson Elementary,91106
6021679,Longfellow (Henry W.) Element,91104
6021687,Madison Elementary,91104
6021711,Roosevelt,91103
6021729,San Rafael Elementary,91105
6021737,Sierra Madre Elementary,91024
6021752,Washington Middle,91103
6021760,Daniel Webster,91104
6021778,Willard Elementary,91107
6021786,Alcott Elementary,91766
6021794,Allison Elementary,91767
6021802,Arroyo Elementary,91768
6021828,Diamond Point Elementary,91765
6021836,Golden Springs Elementary,91765
6021851,Harrison Elementary,91767
6021869,Kellogg Polytechnic Elementar,91768
6021877,Kingsley Elementary,91767
6021885,Lexington Elementary,91766
6021893,Lincoln Elementary,91768
6021901,Madison Elementary,91766
6021919,Montvue Elementary,91767
6021927,Barfield Elementary,91767
6021935,Philadelphia Elementary,91766
6021943,Roosevelt Elementary,91768
6021950,San Jose Elementary,91767
6021968,Washington Elementary,91766
6021976,Westmont Elementary,91766
6021984,Yorba Elementary,91767
6021992,Adams Middle,90278
6022008,Alta Vista Elementary,90278
6022024,Beryl Heights Elementary,90277
6022032,Birney Elementary,90278
6022081,Parras (Nick G.) Middle,90278
6022099,Jefferson Elementary,90278
6022107,Lincoln Elementary,90278
6022115,Madison Elementary,90278
6022149,Tulita Elementary,90278
6022156,Washington Elementary,90278
6022164,Shuey (Emma W.) Elementary,91770
6022172,Encinita Elementary,91770
6022180,Janson (Mildred B.) Elementary,91770
6022198,Muscatel Middle,91770
6022206,Savannah Elementary,91770
6022214,Alvarado Intermediate,91748
6022222,Blandford Elementary,91748
6022248,Giano Intermediate,91792
6022263,"Grandview, College Preparator",91744
6022271,Hollingworth Elementary,91792
6022289,Hurley Elementary,91744
6022297,Jellick Elementary,91748
6022305,Killian Elementary,91748
6022321,Northam Elementary,91744
6022347,Rorimer Elementary,91744
6022354,Rowland Elementary,91748
6022362,Shelyn Elementary,91748
6022388,Villacorta Elementary,91744
6022396,Wing Lane Elementary,91744
6022404,Ybarra Academy,91789
6022412,Yorbita Elementary,91744
6022420,Coolidge Elementary,91775
6022438,Jefferson Intermediate,91776
6022453,McKinley Elementary,91776
6022461,Roosevelt Elementary,91776
6022479,Washington Elementary,91775
6022487,Wilson Elementary,91775
6022495,Carver Elementary,91108
6022503,Huntington Middle,91108
6022529,Valentine Elementary,91108
6022537,Cabrillo (Juan) Elem.,90265
6022545,Edison Elementary,90404
6022552,Franklin Elementary,90403
6022560,Grant Elementary,90405
6022578,Muir (John) Elementary,90405
6022594,McKinley Elementary,90404
6022602,Point Dume Elementary,90265
6022610,Roosevelt Elementary,90403
6022636,Webster Elementary,90265
6022644,Rogers (Will) Elementary,90405
6022651,Cedarcreek Elementary,91351
6022669,Emblem Elementary,91350
6022677,Canyon Springs Community Elem,91351
6022685,Rio Vista Elementary,91351
6022693,Rosedell Elementary,91350
6022701,Santa Clarita Elementary,91350
6022727,Skyblue Mesa Elementary,91351
6022743,Agua Dulce Elementary,91390
6022768,Arroyo Vista Elementary,91030
6022776,Marengo Elementary,91030
6022784,Monterey Hills Elementary,91030
6022800,Carmela Elementary,90605
6022818,Howard J. McKibben Elementary,90604
6022826,Lake Marie Elementary,90605
6022834,Loma Vista Elementary,90605
6022842,Los Altos Elementary,90604
6022859,Richard L. Graves Middle,90605
6022883,Cox (Leona) Comm. Elem.,91351
6022891,Mint Canyon Comm. Elem.,91351
6022917,Sulphur Sprgs. Comm Elem,91387
6022925,Cloverly Elementary,91780
6022933,Emperor Elementary,91775
6022941,La Rosa Elementary,91780
6022958,Longden Elementary,91780
6022966,Oak Avenue Intermediate,91780
6022974,Adams (John) Elementary,90501
6022982,Anza Elementary,90503
6022990,Arlington Elementary,90504
6023006,Arnold (Joseph) Elementary,90505
6023014,Calle Mayor Middle,90505
6023022,Carr (Evelyn) Elementary,90504
6023030,Casimir Middle,90504
6023063,Edison Elementary,90504
6023071,Fern Elementary,90503
6023089,Lynn (Bert M.) Middle,90503
6023105,Hickory Elementary,90505
6023121,Jefferson Middle,90503
6023147,Lincoln Elementary,90504
6023162,Madrona Middle,90503
6023170,Magruder (Philip) Middle,90504
6023196,Richardson (Edward J.) Mi,90505
6023220,Riviera Elementary,90505
6023238,Seaside Elementary,90505
6023261,Torrance Elementary,90501
6023279,Towers Elementary,90503
6023287,Victor Elementary,90503
6023295,Walteria Elementary,90505
6023303,Wood (Howard) Elementary,90501
6023329,Yukon Elementary,90504
6023337,New Temple,91733
6023345,Shively (Dean L.),91733
6023352,Castle Rock Elementary,91765
6023360,Collegewood Elementary,91789
6023378,Evergreen Elementary,91765
6023386,Suzanne Middle,91789
6023394,Vejar Elementary,91789
6023402,Walnut Elementary,91789
6023410,California Elementary,91790
6023428,Cameron Elementary,91790
6023477,Hollencrest Middle,91791
6023485,Merced Elementary,91791
6023493,Merlinda Elementary,91790
6023501,Monte Vista Elementary,91790
6023519,Orangewood Elementary,91790
6023527,San Jose Charter Academy,91790
6023535,Vine Elementary,91791
6023543,Wescove Elementary,91791
6023568,Del Sur Senior Elementary,93536
6023576,Leona Valley Elementary,93551
6023584,Quartz Hill Elementary,93536
6023592,Valley View Elementary,93536
6023626,Sorensen (Christian) Elem,90606
6023634,Phelan (Daniel) Elementary,90606
6023659,Edwards (Katherine) Middle,90606
6023667,Longfellow Elementary,90601
6023675,Hoover (Lou Henry) Elementary,90601
6023683,Jackson (Lydia) Elementary,90602
6023691,Mill Elementary,90601
6023709,Andrews Elementary,90601
6023717,Orange Grove Elementary,90601
6023725,Dexter (Walter F.) Middle,90601
6023733,West Whittier Elementary,90606
6023741,Anderson Elementary,90222
6023758,Carver Elementary,90059
6023774,Lincoln Elementary,90059
6023782,King (Martin Luther) Elementar,90222
6023808,Anza (Juan De),90250
6023816,Burnett (Peter) Elementar,90250
6023824,Cabrillo (Juan) Elementary,90250
6023832,Dana (Richard Henry) Middle,90250
6023865,Alview Elementary,93610
6023881,Merle L. Fuller Elementary,93610
6023907,Wilson Middle,93610
6023915,Coarsegold Elementary,93614
6023923,Dairyland Elementary,93610
6023931,Fairmead Elementary,93610
6023949,Dixieland Elementary,93637
6023964,Washington (George) Elementary,93638
6023972,Howard Elementary,93637
6023980,Madison (James) Elementary,93637
6023998,Monroe (James) Elementary,93638
6024004,Adams (John) Elementary,93637
6024012,La Vina Elementary,93637
6024020,Millview Elementary,93638
6024046,Sierra Vista Elementary,93638
6024053,Jefferson (Thomas) Middle,93637
6024079,North Fork Elementary,93643
6024087,Oakhurst Elementary,93644
6024095,Raymond-Knowles Elementary,93653
6024103,Spring Valley Elementary,93645
6024111,Wasuma Elementary,93601
6024137,Bolinas-Stinson Elementary,94924
6024160,Dixie Elementary,94903
6024194,Silveira (Mary E.) Elementary,94903
6024202,Miller Creek Middle,94903
6024244,Vallecito Elementary,94903
6024277,Manor Elementary,94930
6024285,White Hill Middle,94930
6024319,Bacich (Anthony G.) Elem.,94904
6024327,Laguna Elementary,94952
6024335,Lagunitas Elementary,94963
6024343,San Geronimo Valley Elem.,94963
6024350,Hall Middle,94939
6024376,Neil Cummins Elementary,94925
6024392,Lincoln Elementary,94952
6024418,Maguire (Edna) Elementary,94941
6024442,Old Mill Elementary,94941
6024459,Park Elementary,94941
6024467,Strawberry Point Elem,94941
6024475,Tamalpais Valley Elementary,94941
6024483,Nicasio,94946
6024491,Hamilton Meadow Park,94949
6024509,Loma Verde Elementary,94949
6024517,Lu Sutton Elementary,94947
6024525,Lynwood Elementary,94947
6024558,Olive Elementary,94945
6024574,Pleasant Valley Elem.,94947
6024582,Rancho Elementary,94947
6024590,San Ramon Elementary,94945
6024616,Bel Aire Elementary,94920
6024632,Del Mar Intermediate,94920
6024657,Reed Elementary,94920
6024673,Ross Elementary,94957
6024681,Brookside Elementary,94960
6024731,Wade Thomas Elementary,94960
6024756,Bahia Vista Elementary,94901
6024764,Coleman Elementary,94901
6024772,Venetia Valley Elementary,94903
6024780,Glenwood Elementary,94901
6024814,Laurel Dell Elementary,94901
6024830,San Pedro Elementary,94901
6024863,Sun Valley Elementary,94901
6024889,Bayside,94965
6024921,Tomales Elementary,94971
6024939,Union Elementary,94952
6024954,West Marin Elementary,94956
6025001,Yosemite National Park El Por,95318
6025035,Mariposa Elementary,95338
6025050,Woodland Elementary,95338
6025068,Yosemite National Park Va Elem,95389
6025084,Anderson Valley Elementary,95415
6025092,Arena Elementary,95468
6025100,Gray (Dana) Elementary,95437
6025118,Leggett Valley Elementary,95585
6025126,Redwood Elementary,95437
6025134,Manchester Elementary,95459
6025142,Comptche Elementary,95427
6025167,Mendocino K-8,95460
6025175,Round Valley Elementary,95428
6025183,Calpella Elementary,95482
6025191,Zeek (Frank) Elementary,95482
6025217,Nokomis Elementary,95482
6025225,Oak Manor Elementary,95482
6025233,Pomolita Middle,95482
6025241,Potter Valley Elementary,95469
6025274,Yokayo Elementary,95482
6025282,Baechtel Grove Middle,95490
6025290,Brookside Elementary,95490
6025308,Laytonville Elementary,95454
6025316,Colburn (Aileen) Elementary,95301
6025324,Bellevue Elementary,95301
6025332,Wood (Elmer) Elementary,95301
6025340,Mitchell Elementary,95301
6025357,Mitchell Intermediate,95301
6025365,Shaffer Elementary,95301
6025373,Olaeta (Thomas) Elementary,95301
6025381,Ballico Elementary,95303
6025399,Cressey Elementary,95303
6025407,El Capitan Elementary,95315
6025415,Schendel Elementary,95315
6025423,Bryant Middle,93620
6025431,Dos Palos Elementary,93620
6025456,El Nido Elementary,95317
6025464,Elim Elementary,95324
6025472,Merquin Elementary,95324
6025480,Hopeton Elementary,95388
6025498,Le Grand Elementary,95333
6025506,Campus Park Elementary,95334
6025514,Livingston Middle,95334
6025522,Selma Herndon Elementary,95334
6025530,Charleston Elementary,93635
6025548,Henry Miller Elementary,93635
6025555,Los Banos Elementary,93635
6025563,Miano (R. M.) Elementary,93635
6025571,Volta Elementary,93635
6025589,McSwain Elementary,95341
6025597,Givens (Ada) Elementary,95340
6025605,Wright (Charles) Elem.,95340
6025613,Chenoweth (Donn B.) Elem,95340
6025621,Franklin Elementary,95348
6025647,Hoover (Herbert) Middle,95340
6025654,John C. Fremont Charter,95340
6025662,Muir (John) Elementary,95340
6025670,Burbank (Luther) Elem.,95340
6025688,Sheehy (Margaret) Elem,95340
6025696,Rivera (Rudolph) Middle,95348
6025704,Tenaya Middle,95340
6025712,Bonita Elementary,95313
6025720,Gustine Elementary,95322
6025746,Romero Elementary,95322
6025753,Von Renner Elementary,95360
6025761,Yolo Junior High,95360
6025779,Plainsburg Elementary,95341
6025787,Planada Elementary,95365
6025795,Snelling-Merced Falls,95369
6025803,Washington Elementary,95388
6025811,Weaver Middle,95341
6025829,Sparkes (Frank) Elementary,95388
6025837,Crookham (Sybil N.) Elementary,95388
6025845,Alturas Elementary,96101
6025886,State Line Elementary,97635
6025894,Tulelake Basin Elementary,96134
6025902,Surprise Valley Elementary,96104
6025910,Antelope Elementary,96107
6025928,Beaman (Edna) Elementary,93512
6025936,Bridgeport Elementary,93517
6025951,Lee Vining Elementary,93541
6025969,Mammoth Elementary,93546
6025977,Alisal Community,93905
6025985,Bardin Elementary,93905
6025993,Fremont Elementary,93905
6026009,Jesse G. Sanchez Elementary,93905
6026017,Bradley Elem.,93426
6026025,Captain Cooper Elementary,93920
6026033,Carmel Middle,93922
6026041,Carmel River Elementary,93922
6026074,Tularcitos Elementary,93924
6026082,Chualar Elementary,93925
6026090,Fairview Middle,93926
6026108,Graves Elementary,93908
6026116,Mary Chapa Literacy and Techn,93927
6026124,Chalone Peaks Middle,93930
6026132,Santa Lucia Elementary,93930
6026140,Lagunita Elementary,93907
6026157,Mission Elementary,93960
6026181,Del Rey Woods Elementary,93955
6026199,Foothill Elementary,93940
6026207,Marshall Elementary,93942
6026223,Highland Elementary,93955
6026249,Ione Olson Elementary,93933
6026256,J. C. Crumpton Elementary,93933
6026280,La Mesa Elementary,93940
6026314,Marina Vista Elementary,93933
6026355,Ord Terrace Elementary,93955
6026397,Castroville Elementary,95012
6026405,Echo Valley Elementary,93907
6026413,Elkhorn Elementary,95012
6026421,North Monterey Co. Middle,95012
6026447,Prunedale Elementary,93907
6026470,Forest Grove Elementary,93950
6026496,Down (Robert) Elementary,93950
6026520,El Gabilan Elementary,93906
6026538,Henry F. Kammann Elementary,93906
6026546,Lincoln Elementary,93901
6026553,Loma Vista Elementary,93906
6026561,Los Padres Elementary,93905
6026579,Mission Park Elementary,93901
6026587,Monterey Park Elementary,93901
6026595,Natividad Elementary,93906
6026603,Roosevelt Elementary,93901
6026611,Sherwood Elementary,93905
6026629,San Antonio Elementary,93932
6026637,San Ardo Elementary,93450
6026645,San Lucas Elementary,93954
6026652,La Joya Elementary,93906
6026660,Santa Rita Elementary,93906
6026678,Main Street Middle,93960
6026686,San Vicente Elementary,93960
6026694,Spreckels Elementary,93962
6026702,San Benancio Middle,93908
6026710,Washington Elementary,93908
6026744,Calistoga Elementary,94515
6026751,Howell Mountain Elementary,94508
6026769,Alta Heights Elementary,94559
6026777,Bel Aire Park Elementary,94558
6026785,Browns Valley Elementary,94558
6026827,Donaldson Way Elementary,94589
6026835,El Centro Elementary,94558
6026850,McPherson Elementary,94558
6026868,Mt. George International,94558
6026876,Napa Junction Elementary,94589
6026892,Northwood Elementary,94558
6026900,Phillips Charter,94559
6026918,Pueblo Vista Elementary,94558
6026926,Salvador Elementary,94558
6026934,Shearer Charter,94559
6026942,Snow Elementary,94558
6026967,Vichy Elementary,94558
6026975,West Park Elementary,94558
6026983,Napa Valley Language Acad.,94558
6027007,Yountville Elementary,94599
6027015,Pope Valley Elementary,94567
6027031,Stevenson (Robert Louis) Inter,94574
6027049,Saint Helena Elementary,94574
6027080,Chicago Park Elementary,95945
6027098,Clear Creek Elementary,95949
6027122,Lyman Gilmore Middle,95945
6027148,Seven Hills Intermediate,95959
6027171,Pleasant Valley Elem.,95946
6027189,Ready Springs Elementary,95946
6027197,Union Hill Elementary,95945
6027205,Washington Elementary,95960
6027221,Lincoln Elementary,92805
6027239,Price Elementary,92801
6027247,Stoddard Elementary,92802
6027254,Juarez (Benito) Elementary,92806
6027262,Franklin Elementary,92805
6027270,Ross Elementary,92802
6027288,Barton Elementary,92804
6027312,Mann Elementary,92801
6027320,Guinn Elementary,92806
6027338,Madison Elementary,92804
6027346,Marshall Elementary,92801
6027353,Loara Elementary,92802
6027361,Gauer Elementary,92801
6027379,Palm Lane Elementary,92802
6027387,Henry (Patrick) Elementary,92801
6027395,Revere (Paul) Elementary,92805
6027403,Sunkist Elementary,92806
6027411,Roosevelt Elementary,92805
6027429,Edison Elementary,92805
6027437,Jefferson Elementary,92805
6027445,Arovista Elementary,92821
6027452,Laurel Elementary,92821
6027460,Mariposa Elementary,92821
6027478,Olinda Elementary,92821
6027486,Corey (Arthur F.) Elementary,90620
6027494,Gilbert (Carl E.) Elementary,90621
6027510,Emery (Charles G.) Elementary,90621
6027536,Beatty (Gordon H.) Elementary,90621
6027551,Buena Park Junior High,90620
6027569,Whitaker (James A.) Elementary,90621
6027577,Mabel L. Pendleton Elementary,90621
6027585,Concordia Elementary,92672
6027593,Crown Valley Elementary,92677
6027601,Las Palmas Elementary,92672
6027627,Palisades Elementary,92624
6027635,Richard Henry Dana Elementary,92629
6027643,San Juan Elementary,92675
6027668,Buena Terra Elementary,90620
6027676,Centralia Elementary,92801
6027684,Danbrook Elementary,92804
6027692,Miller (George B.) Elementary,90623
6027700,Glen Dysinger Elem.,90620
6027734,Temple (Raymond) Elementary,90620
6027742,San Marino Elementary,90620
6027767,Arnold (A. E.) Elementary,90630
6027791,King (Clara J.) Elementary,90630
6027833,Vessels (Frank) Elementary,90630
6027841,Morris (Juliet) Elementary,90630
6027858,Landell (Margaret) Elementary,90630
6027874,Steve Luther Elementary,90630
6027916,Fulton (Harry C.) Middle,92708
6027924,Tamura (Hisamatsu) Elementary,92708
6027973,Gisler (Robert) Elementary,92708
6027999,Newland (William T.) Elem.,92646
6028005,Acacia Elementary,92831
6028013,Beechwood Elementary,92835
6028021,Commonwealth Elementary,92831
6028039,Fern Drive Elementary,92833
6028054,Golden Hill Elementary,92832
6028062,Hermosa Drive Elementary,92835
6028070,Ladera Vista Junior High,92831
6028088,Laguna Road Elementary,92835
6028104,Nicolas Junior High,92833
6028112,Orangethorpe Elementary,92833
6028120,Pacific Drive Elementary,92833
6028138,Raymond Elementary,92831
6028146,Richman Elementary,92832
6028153,Rolling Hills Elementary,92835
6028161,Sunset Lane Elementary,92833
6028179,Valencia Park Elementary,92833
6028195,Woodcrest Elementary,92832
6028211,Cook (A. J.) Elementary,92844
6028229,Stanley (Agnes) Elem.,92840
6028237,Alamitos Intermediate,92841
6028252,Brookhurst Elementary,92841
6028260,Bryant Elementary,92841
6028278,Violette (C. C.) Elementa,92840
6028294,Clinton-Mendenhall Elem.,92843
6028302,Jordan Intermediate,92844
6028310,Eisenhower (Dwight) Elem,92843
6028328,Warren (Earl) Elementary,92840
6028336,Russell (Edward) Elementary,92704
6028344,Lawrence (E.O.),92841
6028369,Allen (Ethan B.) Elementary,92708
6028377,Evans (Ethel M.) Elementa,92840
6028385,Excelsior Elementary,92843
6028393,Faylane Elementary,92840
6028401,Garden Park Elementary,92845
6028419,Crosby (Genevieve) Elem.,92840
6028427,Patton Elementary,92845
6028435,Gilbert Elementary,92841
6028443,Heritage Elementary,92704
6028450,Bell (Hilton D.) Intermed,92845
6028468,Walton (Izaak) Inter.,92840
6028476,Irvine (James) Intermedia,92843
6028484,Monroe (James) Elementary,92708
6028500,Enders Elementary,92845
6028518,Marshall (John) Elementary,92683
6028526,Murdy (John) Elementary,92844
6028534,Ralston Intermediate,92840
6028542,Carrillo (Leo) Elementary,92683
6028559,Doig Intermediate,92843
6028575,Simmons (Linton T.) Elem,92841
6028583,Zeyen (Louis G.) Elementa,92841
6028609,Barker (Loyal) Elementary,92845
6028617,Carver (Mabel) Elementary,90680
6028625,Lake (Louis),92840
6028633,Mark Twain Special Center,92840
6028641,Hill (Merton E.) Elementa,92844
6028658,Mitchell Elementary,92843
6028666,Morningside Elementary,92843
6028674,Newhope Elementary,92704
6028682,Peters (Ocia A.) Elementary,92843
6028690,Parkview Elementary,92840
6028708,Post Elementary,92683
6028716,Hazard (R. F.) Elementary,92703
6028724,Riverdale Elementary,92843
6028732,Rosita Elementary,92703
6028740,McGarvin (Sarah) Intermediate,92683
6028757,Skylark Elementary,92841
6028765,Stanford Elementary,92841
6028773,Fitz (Stephen R.) Intermediate,92704
6028781,Sunnyside Elementary,92844
6028799,Anthony (Susan B.) Elementary,92683
6028807,Paine (Thomas) Elementary,92843
6028815,Wakeham Elementary,92841
6028823,Woodbury Elementary,92843
6028831,Smith (Agnes L.) Elementary,92648
6028849,Dwyer (Ethel) Middle,92648
6028864,Eader (John H.) Elementary,92646
6028872,Peterson (John R.) Elem,92646
6028880,Perry (Joseph R.) Elementary,92646
6028906,El Morro Elementary,92651
6028914,Thurston Middle,92651
6028922,Top of the World Elementary,92651
6028930,Arbolita Elementary,90633
6028948,El Cerrito Elementary,90633
6028955,Imperial Middle,90633
6028963,Ladera Palma Elementary,90633
6028971,Las Lomas Elementary,90633
6028989,Las Positas Elementary,90633
6028997,Sierra Vista Elementary,90633
6029029,Walnut Elementary,90633
6029037,Washington Middle,90633
6029045,Hopkinson (Francis) Elementary,90720
6029052,Weaver (Jack L.) Elementa,90720
6029060,Los Alamitos Elementary,90720
6029078,Lee (Richard Henry) Elementary,90720
6029086,Rossmoor Elementary,90720
6029110,Albert Schweitzer Elementary,92804
6029128,Baden-Powell Elementary,92804
6029136,Esther L. Walter Elementary,92804
6029144,Jonas E. Salk Elementary,92804
6029151,Juliette Low Elementary,92801
6029169,Mattie Lou Maxwell Elementary,92804
6029177,Peter Marshall Elementary,92801
6029185,Robert M. Pyles Elementary,90680
6029193,Walt Disney Elementary,92804
6029219,Lincoln (Abraham) Elementary,92626
6029227,Adams Elementary,92626
6029268,California Elementary,92626
6029284,Charles W. Tewinkle Middle,92626
6029300,College Park Elementary,92626
6029326,Everett A. Rea Elementary,92626
6029334,Harbor View Elementary,92626
6029359,Kaiser (Heinz) Elementary,92626
6029367,Ensign (Horace) Intermediate,92626
6029375,Killybrooke Elementary,92626
6029391,Mariners Elementary,92626
6029409,Maude B. Davis Elementary,92626
6029433,Newport Elementary,92626
6029441,Newport Heights Elementary,92626
6029458,Paularino Elementary,92626
6029466,Pomona Elementary,92626
6029482,Sonora Elementary,92626
6029490,Victoria Elementary,92626
6029516,Whittier Elementary,92626
6029524,Wilson Elementary,92626
6029540,Circle View Elementary,92647
6029557,College View Elementary,92647
6029581,Harbour View Elementary,92649
6029607,Hope View Elementary,92647
6029615,Lake View Elementary,92647
6029631,Marine View Middle,92649
6029656,Oak View Elementary,92647
6029698,Spring View Middle,92647
6029706,Star View Elementary,92655
6029714,Sun View Elementary,92647
6029722,Village View Elementary,92649
6029730,Westmont Elementary,92683
6029748,California Elementary,92867
6029755,Cambridge Elementary,92866
6029763,Crescent Elementary,92807
6029771,Esplanade Elementary,92869
6029789,Fairhaven Elementary,92705
6029797,Fletcher Elementary,92865
6029805,Handy Elementary,92867
6029821,Jordan Elementary,92869
6029854,Lampson Elementary,92840
6029862,La Veta Elementary,92869
6029870,Olive Elementary,92865
6029888,Palmyra Elementary,92866
6029896,Panorama Elementary,92705
6029912,Prospect Elementary,92869
6029920,Canyon Hills,92807
6029938,Serrano Elementary,92861
6029953,Sycamore Elementary,92868
6029961,Taft Elementary,92865
6029979,Villa Park Elementary,92861
6029987,West Orange Elementary,92868
6029995,Brookhaven Elementary,92870
6030001,Wagner (Charles) Elementary,92870
6030019,Tuffree Middle,92870
6030027,Glenknoll Elementary,92870
6030035,Golden Elementary,92870
6030043,Kraemer Middle,92870
6030050,Morse Avenue Elementary,92870
6030076,Rio Vista Elementary,92870
6030084,Ruby Drive Elementary,92870
6030092,Sierra Vista Elementary,92870
6030100,Van Buren Elementary,92870
6030142,La Paz Intermediate,92691
6030159,Linda Vista Elementary,92691
6030175,Olivewood Elementary,92630
6030183,Gates (Ralph A.) Elem.,92630
6030191,University Park Elementary,92612
6030209,Adams Elementary,92704
6030217,Jackson (Andrew) Elementary,92704
6030225,Harvey (Carl) Elementary,92704
6030233,Diamond Elementary,92704
6030241,Edison (Thomas A.) Elementary,92707
6030266,Fremont Elementary,92703
6030274,Hoover Elementary,92706
6030282,Jefferson Elementary,92704
6030308,Lincoln (Abraham) Elementary,92704
6030316,Lowell Elementary,92703
6030324,Madison Elementary,92707
6030332,Martin Elementary,92707
6030357,Monroe Elementary,92707
6030365,Monte Vista Elementary,92704
6030399,Roosevelt(Theodore) Elementary,92701
6030407,Santiago Elementary,92706
6030415,Sierra Intermediate,92705
6030431,Washington Elementary,92707
6030449,Wilson Elementary,92706
6030456,Cerritos Elementary,92804
6030464,Hansen Elementary,92804
6030472,Holder Elementary,90620
6030506,Twila Reid Elementary,92804
6030514,J. H. McGaugh Elementary,90740
6030530,Trabuco Elementary,92678
6030548,Arroyo Elementary,92780
6030555,Beswick (Benjamin F.) Elementa,92780
6030563,Lambert (C. C.) Elementary,92780
6030571,Utt (C. E.) Middle,92780
6030589,Columbus Tustin Middle,92780
6030605,Foss (Guin) Elementary,92780
6030613,Estock (Helen) Elementary,92780
6030621,Hewes Middle,92780
6030639,Loma Vista Elementary,92780
6030662,Red Hill,92780
6030670,Veeh (Marjorie) Elementary,92780
6030688,Benson (Barbara) Elementary,92780
6030696,Tustin Memorial Elementary,92780
6030704,Nelson (W. R.) Elementary,92780
6030712,Helen Stacey Middle,92647
6030720,Schroeder Elementary,92647
6030738,Demille Elementary,92655
6030753,Finley Elementary,92683
6030761,Eastwood Elementary,92683
6030787,Fryberger Elementary,92683
6030795,Anderson Elementary,92844
6030811,Meairs Elementary,92844
6030829,Hayden (Jessie) Elementary,92655
6030837,Webber Elementary,92683
6030852,Willmore Elementary,92683
6030860,Schmitt Elementary,92683
6030878,Johnson Middle,92683
6030886,Sequoia Elementary,92683
6030928,Warner Middle,92683
6030936,Paine (Mabel M.) Elementary,92870
6030951,Rose Drive Elementary,92870
6030969,Yorba Linda Middle,92870
6031009,Bowman Charter,95603
6031017,Alta-Dutch Flat Elementary,95701
6031033,EV Cain 21st Century STEM Cha,95603
6031058,Rock Creek Elementary,95603
6031066,Colfax Elementary,95713
6031074,Dry Creek Elementary,95747
6031082,Emigrant Gap Elementary,95701
6031108,Greenhills Elementary,95746
6031116,Foresthill Elementary,95631
6031124,Franklin Elementary,95650
6031132,Loomis Elementary,95650
6031140,Placer Elementary,95650
6031157,Newcastle Elementary,95658
6031165,Ophir Elementary,95658
6031173,Penryn Elementary,95663
6031199,Weimar Hills,95736
6031207,Parker Whitney Elementary,95677
6031215,Rocklin Elementary,95677
6031223,Cirby Elementary,95678
6031231,Crestmont Elementary,95661
6031249,Eich Intermediate,95661
6031256,Kaseberg Elementary,95678
6031264,Sierra Gardens Elementary,95661
6031280,Woodbridge Fundamental El,95678
6031298,Donner Trail Elementary,96161
6031306,Kings Beach Elementary,96161
6031314,Tahoe Lake Elementary,96161
6031322,Truckee Elementary,96161
6031363,Sheridan,95681
6031413,Chester Elementary,96020
6031421,Indian Valley Elementary,95947
6031470,Pioneer/Quincy Elementary,95971
6031496,Orrenmaa (Allan) Elementary,92505
6031504,Arizona Middle,92505
6031512,Arlanza Elementary,92505
6031520,Collett Elementary,92505
6031538,Foothill Elementary,92505
6031546,La Granada Elementary,92505
6031553,Myra Linn Elementary,92505
6031579,Terrace Elementary,92505
6031587,Twinhill Elementary,92505
6031595,Wells Middle,92505
6031603,Cabazon Elementary,92230
6031611,Central Elementary,92220
6031629,Hemmerling Elementary,92220
6031637,Hoffer Elementary,92220
6031645,Susan B. Coombs Intermediate,92220
6031652,Mountain View Middle,92223
6031660,Palm Elementary,92223
6031694,Valle del Sol Elementary,92236
6031702,Palm View Elementary,92236
6031710,Peter Pendleton Elementary,92236
